"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000109654",1155.29292784816,0.618088091191723,0.0646178431246622,9.565285086958,1.11892665416436e-21,8.37342463050152e-21,"TRIM2","23321","tripartite motif containing 2"
"ENSG00000106624",181.030749319337,-1.38647350671481,0.145010215482988,-9.5612126504113,1.16384898986181e-21,8.7051637785489e-21,"AEBP1","165","AE binding protein 1"
"ENSG00000119541",1144.10879065832,0.594209213128411,0.0621966481687445,9.55371761378964,1.25123875734649e-21,9.3540444505954e-21,"VPS4B","9525","vacuolar protein sorting 4 homolog B"
"ENSG00000198189",331.389199416004,1.01964671879988,0.106739078011709,9.55270307551301,1.26355623419549e-21,9.44132303170486e-21,"HSD17B11","51170","hydroxysteroid 17-beta dehydrogenase 11"
"ENSG00000068745",1107.08032568993,0.598545836130994,0.0627154863523127,9.54382834199168,1.37654752886606e-21,1.02803676660104e-20,"IP6K2","51447","inositol hexakisphosphate kinase 2"
"ENSG00000172780",154.39329266456,1.48751064098817,0.155954699656588,9.53809435857764,1.45480917601565e-21,1.08593225587754e-20,"RAB43","339122","RAB43, member RAS oncogene family"
"ENSG00000198756",84.8395419009338,-2.18013969250012,0.228581239759889,-9.53770175885921,1.46032588660238e-21,1.08949656039558e-20,"COLGALT2","23127","collagen beta(1-O)galactosyltransferase 2"
"ENSG00000102007",987.247554931696,-0.64493894951585,0.0676384730114219,-9.53509032362307,1.49755147551249e-21,1.11670209011566e-20,"PLP2","5355","proteolipid protein 2"
"ENSG00000048471",1013.33164837699,0.618842278580904,0.0649371850325323,9.52985994497413,1.5749556426173e-21,1.17382538762294e-20,"SNX29","92017","sorting nexin 29"
"ENSG00000110917",3379.7638093603,-0.431939841848019,0.0453281689189967,-9.52917031834914,1.58545236554796e-21,1.18104945486306e-20,"MLEC","9761","malectin"
"ENSG00000013561",904.670366074156,-0.645959671754864,0.0678032831704616,-9.52696744980449,1.61944778586515e-21,1.20576218825946e-20,"RNF14","9604","ring finger protein 14"
"ENSG00000169105",673.404400810833,0.722450436415283,0.0758570543595106,9.52383983948758,1.66895627303019e-21,1.24199430855185e-20,"CHST14","113189","carbohydrate sulfotransferase 14"
"ENSG00000128944",419.195994817533,-0.906761076974248,0.0952242302387037,-9.52237759970567,1.6926136054404e-21,1.25896171462883e-20,"KNSTRN","90417","kinetochore localized astrin (SPAG5) binding protein"
"ENSG00000117411",1295.71821857166,-0.566614318535579,0.0595070842883946,-9.52179602330277,1.70211477891605e-21,1.26538796064154e-20,"B4GALT2","8704","beta-1,4-galactosyltransferase 2"
"ENSG00000253729",4935.46492294035,-0.574579027770349,0.0603496412609037,-9.5208358453421,1.71791673677811e-21,1.27648947209259e-20,"PRKDC","5591","protein kinase, DNA-activated, catalytic subunit"
"ENSG00000136940",541.848159523004,0.831064417957311,0.0873324173480931,9.51610459429767,1.79792509970262e-21,1.33526388850513e-20,"PDCL","5082","phosducin like"
"ENSG00000188501",48.4047911896458,-3.26973625334096,0.343685253614229,-9.51375195460404,1.83907099556965e-21,1.36513152728238e-20,"LCTL","197021","lactase like"
"ENSG00000136003",1023.60307589209,0.641138315126072,0.0674083835574978,9.51125485124852,1.88376278294927e-21,1.39759976169317e-20,"ISCU","23479","iron-sulfur cluster assembly enzyme"
"ENSG00000170522",675.180482438326,-0.723659852049101,0.0760986967909962,-9.50949073459984,1.91598196372575e-21,1.42078622146044e-20,"ELOVL6","79071","ELOVL fatty acid elongase 6"
"ENSG00000137815",1545.99091558363,0.541293207600787,0.0569333950978999,9.50748162251708,1.95334002835921e-21,1.44775807349126e-20,"RTF1","23168","RTF1 homolog, Paf1/RNA polymerase II complex component"
"ENSG00000197928",194.625700832437,1.28853915978634,0.135555580326878,9.50561501547306,1.9886936370726e-21,1.47321782796755e-20,"ZNF677","342926","zinc finger protein 677"
"ENSG00000154229",2396.48044457897,-0.490310787802496,0.051616178196752,-9.49916876707755,2.1157235626277e-21,1.56653120640126e-20,"PRKCA","5578","protein kinase C alpha"
"ENSG00000164466",1590.39056425921,-0.59031772597609,0.0621488719020543,-9.49844635806779,2.13045024800862e-21,1.57664051099479e-20,"SFXN1","94081","sideroflexin 1"
"ENSG00000071794",519.693463735716,-0.819795054283094,0.0863175603866703,-9.49743077319053,2.1513251090948e-21,1.59128730375642e-20,"HLTF","6596","helicase like transcription factor"
"ENSG00000177628",1051.80398582278,0.623584429497818,0.0656610388422048,9.49702350881781,2.15975295989392e-21,1.59671721091302e-20,"GBA","2629","glucosylceramidase beta"
"ENSG00000137463",78.2642859502959,-2.17078500080967,0.228622459801669,-9.49506449494434,2.20075103995244e-21,1.62620889219826e-20,"MGARP","84709","mitochondria localized glutamic acid rich protein"
"ENSG00000111885",1054.79406043149,0.666394153734427,0.0702190602871162,9.49021748524734,2.30552741340436e-21,1.70277514846204e-20,"MAN1A1","4121","mannosidase alpha class 1A member 1"
"ENSG00000177595",292.519288458116,1.12210174459713,0.118254828446801,9.48884505888847,2.33608096535099e-21,1.72447383824151e-20,"PIDD1","55367","p53-induced death domain protein 1"
"ENSG00000271601",908.226786264586,0.671424991322433,0.0707636687714453,9.48827276735782,2.34893959228554e-21,1.73309505829606e-20,"LIX1L","128077","limb and CNS expressed 1 like"
"ENSG00000085433",691.716346165793,0.716377910093905,0.0755198313349285,9.48595749528078,2.40167915717899e-21,1.77111781219676e-20,"WDR47","22911","WD repeat domain 47"
"ENSG00000153044",66.1878385608816,-2.51010821695463,0.264926951253466,-9.4747182386631,2.67481602425136e-21,1.97155280462882e-20,"CENPH","64946","centromere protein H"
"ENSG00000137364",345.140877487719,-0.969156592683404,0.102289434518745,-9.47465001877397,2.67656434686336e-21,1.97185206897807e-20,"TPMT","7172","thiopurine S-methyltransferase"
"ENSG00000183763",46.4072133448064,-3.39894311381412,0.358745389470132,-9.4745276554895,2.6797030758035e-21,1.9731748462934e-20,"TRAIP","10293","TRAF interacting protein"
"ENSG00000110395",1024.40622259367,-0.804815090742668,0.0849666964965932,-9.47212406657399,2.74210078291039e-21,2.01810924353475e-20,"CBL","867","Cbl proto-oncogene"
"ENSG00000164576",614.400323391793,0.759645060533,0.0802015653771796,9.47169867521248,2.75329276992299e-21,2.02533153681366e-20,"SAP30L","79685","SAP30 like"
"ENSG00000182118",158.276596696071,1.4331297260697,0.151342418171547,9.46945174647105,2.81316310402504e-21,2.06833663654294e-20,"FAM89A","375061","family with sequence similarity 89 member A"
"ENSG00000177542",498.680604960274,-0.816973903200703,0.0862832983071685,-9.46850571581393,2.83875407256166e-21,2.08610792025666e-20,"SLC25A22","79751","solute carrier family 25 member 22"
"ENSG00000173706",2189.417935847,-1.23038853457084,0.12998507735278,-9.46561374296501,2.91842107198307e-21,2.14358027737156e-20,"HEG1","57493","heart development protein with EGF like domains 1"
"ENSG00000116095",472.858555366673,0.889274042243321,0.0939953348543912,9.46083168511396,3.05503499586447e-21,2.24280180356068e-20,"PLEKHA3","65977","pleckstrin homology domain containing A3"
"ENSG00000105612",585.32171668699,0.758789070254569,0.0802064698345814,9.46044716616382,3.06629080956316e-21,2.24994065896517e-20,"DNASE2","1777","deoxyribonuclease 2, lysosomal"
"ENSG00000122644",142.624872354763,-1.54201557464096,0.163027456156817,-9.45862501318605,3.12018997973224e-21,2.28834701958396e-20,"ARL4A","10124","ADP ribosylation factor like GTPase 4A"
"ENSG00000139624",1130.78468879231,0.593053500108977,0.0627001624267105,9.45856401571831,3.12201040036537e-21,2.28853955994847e-20,"CERS5","91012","ceramide synthase 5"
"ENSG00000085840",62.6028396919314,-2.54031934737213,0.268609359551663,-9.4573001909248,3.15996551716543e-21,2.31520665571871e-20,"ORC1","4998","origin recognition complex subunit 1"
"ENSG00000103994",2384.8668569387,-0.495187578343072,0.0523710005071834,-9.45537747126198,3.21858562946259e-21,2.35698020422759e-20,"ZNF106","64397","zinc finger protein 106"
"ENSG00000173145",367.9200317666,-0.979576463555744,0.103622747264489,-9.45329562683235,3.28327041472991e-21,2.40315109080131e-20,"NOC3L","64318","NOC3 like DNA replication regulator"
"ENSG00000165030",736.237239204773,0.719008083932526,0.0760824014942497,9.45038628922443,3.37582544928373e-21,2.46966513197101e-20,"NFIL3","4783","nuclear factor, interleukin 3 regulated"
"ENSG00000198862",730.643241064675,-0.728904482263838,0.0771937177567595,-9.44253630276813,3.63863205987696e-21,2.66060253656508e-20,"LTN1","26046","listerin E3 ubiquitin protein ligase 1"
"ENSG00000131504",1943.72666777947,-0.508897916912802,0.0538983171012857,-9.44181459240148,3.66378632695161e-21,2.67766274342881e-20,"DIAPH1","1729","diaphanous related formin 1"
"ENSG00000090006",1424.24240084292,0.570687528281573,0.0604517992672627,9.44037291195442,3.71455030575612e-21,2.71341342573632e-20,"LTBP4","8425","latent transforming growth factor beta binding protein 4"
"ENSG00000176148",317.18565921306,-1.04999958026295,0.111233389412924,-9.4396078893641,3.74176993702794e-21,2.73193838841652e-20,"TCP11L1","55346","t-complex 11 like 1"
"ENSG00000110619",1552.03860590668,-0.563229157681484,0.0596740028910005,-9.43843433312609,3.78390918426175e-21,2.76133263372107e-20,"CARS1","833","cysteinyl-tRNA synthetase 1"
"ENSG00000144827",340.569708413733,-0.98639556709672,0.104547615947484,-9.43489297347726,3.91393615458395e-21,2.85480248812503e-20,"ABHD10","55347","abhydrolase domain containing 10, depalmitoylase"
"ENSG00000107130",2254.611681703,-0.460720398693997,0.0488455504606422,-9.43218766805026,4.01623473118481e-21,2.9279646749928e-20,"NCS1","23413","neuronal calcium sensor 1"
"ENSG00000147041",111.606184825646,1.80947582062012,0.191919655609677,9.42829860168259,4.16794572311013e-21,3.0370596563734e-20,"SYTL5","94122","synaptotagmin like 5"
"ENSG00000092841",11354.3580921528,-0.346855384207623,0.0368113724058315,-9.42250618595994,4.40447279735578e-21,3.20714144587548e-20,"MYL6","4637","myosin light chain 6"
"ENSG00000025770",384.519271444126,-0.915272137927509,0.0971371119973004,-9.42247632349772,4.40572596172684e-21,3.20714144587548e-20,"NCAPH2","29781","non-SMC condensin II complex subunit H2"
"ENSG00000123240",1994.81662367231,-0.520160626530387,0.0552124539572122,-9.42107421875315,4.46496333550443e-21,3.24865336297969e-20,"OPTN","10133","optineurin"
"ENSG00000153879",489.617575180712,-0.895970139120882,0.0951034088989372,-9.42100971452028,4.46770744143989e-21,3.24904070865109e-20,"CEBPG","1054","CCAAT enhancer binding protein gamma"
"ENSG00000048052",151.804186900511,-1.47426957950651,0.15649760218388,-9.42039723889371,4.49384632096898e-21,3.26643258065484e-20,"HDAC9","9734","histone deacetylase 9"
"ENSG00000104660",831.846152254853,0.650494938599915,0.0690844856438387,9.41593373009256,4.6889601328651e-21,3.40656895903998e-20,"LEPROTL1","23484","leptin receptor overlapping transcript like 1"
"ENSG00000074219",940.99998828966,0.618890221798775,0.0657390655396575,9.41434467798186,4.7604259595843e-21,3.45677989848212e-20,"TEAD2","8463","TEA domain transcription factor 2"
"ENSG00000247315",548.762374095737,0.813884529262705,0.0864536164140591,9.41411780121151,4.7707169891629e-21,3.4625411349211e-20,"ZCCHC3","85364","zinc finger CCHC-type containing 3"
"ENSG00000173114",923.465941977486,0.704060764996641,0.0747962576027944,9.41304802622019,4.81953876694131e-21,3.4962481227836e-20,"LRRN3","54674","leucine rich repeat neuronal 3"
"ENSG00000106537",428.833120465136,0.89354724860936,0.0949448207472677,9.41122687447988,4.90379066832268e-21,3.55561129899606e-20,"TSPAN13","27075","tetraspanin 13"
"ENSG00000203760",109.302335376735,-1.78582130703476,0.189834360080199,-9.40726065755594,5.09235355625039e-21,3.69051177806207e-20,"CENPW","387103","centromere protein W"
"ENSG00000012048",165.966906134827,-1.4130701390656,0.150215727669499,-9.40693868071259,5.10797208944773e-21,3.70000542376662e-20,"BRCA1","672","BRCA1 DNA repair associated"
"ENSG00000198160",762.517781106452,0.706276741800359,0.0750872697304781,9.40607834504442,5.14993828568668e-21,3.72856547150011e-20,"MIER1","57708","MIER1 transcriptional regulator"
"ENSG00000109220",630.401140832351,0.753563236149094,0.0801647621533673,9.40018052704271,5.44695343745982e-21,3.941662364349e-20,"CHIC2","26511","cysteine rich hydrophobic domain 2"
"ENSG00000147853",1227.61672169976,0.597090470504434,0.0635237396412948,9.39948551322826,5.4830516517519e-21,3.96583105683089e-20,"AK3","50808","adenylate kinase 3"
"ENSG00000100664",4319.79792189016,-0.428326853753826,0.0455777266947626,-9.3977230725517,5.57565498828241e-21,4.03082538276912e-20,"EIF5","1983","eukaryotic translation initiation factor 5"
"ENSG00000056558",67.1489165097798,-2.39336834356844,0.254696452321968,-9.39694417314822,5.61707171477563e-21,4.05876947811382e-20,"TRAF1","7185","TNF receptor associated factor 1"
"ENSG00000125124",395.787028590514,0.929092790257151,0.0988936380115488,9.39486916386524,5.72889790856123e-21,4.13753737840533e-20,"BBS2","583","Bardet-Biedl syndrome 2"
"ENSG00000014138",271.257581422987,-1.17429436987344,0.125084228240043,-9.38802906166479,6.11334648543845e-21,4.41302505509046e-20,"POLA2","23649","DNA polymerase alpha 2, accessory subunit"
"ENSG00000140553",1463.02135022245,-0.538793321414566,0.0574029435821415,-9.38616188982666,6.22265260910811e-21,4.48972332160109e-20,"UNC45A","55898","unc-45 myosin chaperone A"
"ENSG00000116830",230.792443179472,-1.17075378765244,0.124743258352074,-9.38530709489821,6.27333601629386e-21,4.52407000880495e-20,"TTF2","8458","transcription termination factor 2"
"ENSG00000130826",954.257371242082,-0.616253213189485,0.0656722145262922,-9.38377390856471,6.36526828117867e-21,4.58811536067295e-20,"DKC1","1736","dyskerin pseudouridine synthase 1"
"ENSG00000180694",304.775197349069,-1.0750430173088,0.11460866903273,-9.38011955275209,6.58979655077296e-21,4.74762684310225e-20,"TMEM64","169200","transmembrane protein 64"
"ENSG00000104738",814.980762427013,-0.67137753141444,0.0715805673079616,-9.37932677350778,6.63953031648312e-21,4.7811127622126e-20,"MCM4","4173","minichromosome maintenance complex component 4"
"ENSG00000126351",638.635248342487,-0.735176421177982,0.0784025607673785,-9.37694399241959,6.79125580158829e-21,4.88797392088838e-20,"THRA","7067","thyroid hormone receptor alpha"
"ENSG00000120913",552.501325073669,-0.908581961836234,0.0969260557869551,-9.37397023389985,6.98543010500007e-21,5.02526778856274e-20,"PDLIM2","64236","PDZ and LIM domain 2"
"ENSG00000171456",1157.5035486425,-0.621812815434012,0.0663652831061415,-9.36954965504349,7.28426604308455e-21,5.2376832194279e-20,"ASXL1","171023","ASXL transcriptional regulator 1"
"ENSG00000115977",1211.16806327435,-0.760487060661015,0.0811948586228828,-9.36619723907851,7.51929084197729e-21,5.40403045345628e-20,"AAK1","22848","AP2 associated kinase 1"
"ENSG00000117461",343.791977996932,-0.949776088532623,0.101449468212907,-9.36206079010073,7.81963799569947e-21,5.6171384917763e-20,"PIK3R3","8503","phosphoinositide-3-kinase regulatory subunit 3"
"ENSG00000160469",328.042834466734,0.982526660227656,0.104955412370551,9.36137201537346,7.87078936655611e-21,5.65111905154982e-20,"BRSK1","84446","BR serine/threonine kinase 1"
"ENSG00000103522",67.2659602385703,2.59545055360655,0.27735492812516,9.3578670880343,8.13625108430941e-21,5.83886313768955e-20,"IL21R","50615","interleukin 21 receptor"
"ENSG00000172594",354.736893649035,0.976734542962077,0.10438463353574,9.35707210800957,8.19768370341979e-21,5.88007683609554e-20,"SMPDL3A","10924","sphingomyelin phosphodiesterase acid like 3A"
"ENSG00000165821",218.619266617086,-1.2857650928302,0.137425639748186,-9.35607864141062,8.27509966264438e-21,5.93270932377969e-20,"SALL2","6297","spalt like transcription factor 2"
"ENSG00000124422",3826.93821752294,-0.409191050740778,0.0437438132449219,-9.35426110315794,8.418607380459e-21,6.03265084970452e-20,"USP22","23326","ubiquitin specific peptidase 22"
"ENSG00000198830",1879.56310036186,-0.477650095846945,0.0510665170767384,-9.35348880616183,8.48032832451238e-21,6.07391628898522e-20,"HMGN2","3151","high mobility group nucleosomal binding domain 2"
"ENSG00000146250",200.167277149241,1.37920351069885,0.147503112124217,9.35033499182971,8.73705601876943e-21,6.25474429413855e-20,"PRSS35","167681","serine protease 35"
"ENSG00000152409",440.185912205143,0.883558898755218,0.0945175689522091,9.34809166750757,8.92433092330624e-21,6.38570001282848e-20,"JMY","133746","junction mediating and regulatory protein, p53 cofactor"
"ENSG00000130517",1012.51779187667,0.624495425193112,0.0668330406013239,9.344112127389,9.26636436134737e-21,6.62720995463451e-20,"PGPEP1","54858","pyroglutamyl-peptidase I"
"ENSG00000117682",688.656327128821,-0.714239317045017,0.0764458668567464,-9.34307303210317,9.35778659923316e-21,6.68933747653212e-20,"DHDDS","79947","dehydrodolichyl diphosphate synthase subunit"
"ENSG00000177728",798.592355179026,0.670260184463421,0.0717448709330634,9.34227319314243,9.42876549463105e-21,6.73679791420866e-20,"TMEM94","9772","transmembrane protein 94"
"ENSG00000196526",4785.13061159106,-0.42239709528391,0.0452175388316988,-9.34144374500536,9.50293429271384e-21,6.78649026543346e-20,"AFAP1","60312","actin filament associated protein 1"
"ENSG00000148680",123.574652910778,1.80562303547211,0.193339279263474,9.33914227026515,9.71176585566084e-21,6.93225658015829e-20,"HTR7","3363","5-hydroxytryptamine receptor 7"
"ENSG00000100320",5394.3585383974,0.425211473123374,0.0455385591281654,9.33739409555413,9.87341892160177e-21,7.04422165897669e-20,"RBFOX2","23543","RNA binding fox-1 homolog 2"
"ENSG00000132475",5864.23442174143,0.47923324280994,0.0513770415611034,9.3277703084554,1.08121418904172e-20,7.71021186263245e-20,"H3-3B","3021","H3.3 histone B"
"ENSG00000155324",218.642169323973,-1.17470490684893,0.12594036259675,-9.32746962632015,1.08428506270482e-20,7.7283588409189e-20,"GRAMD2B","65983","GRAM domain containing 2B"
"ENSG00000108344",2610.58716022513,-0.45892842284985,0.0492061634494703,-9.32664509235966,1.09275037157104e-20,7.78491899048429e-20,"PSMD3","5709","proteasome 26S subunit, non-ATPase 3"
"ENSG00000107518",45.5630104273716,3.94040200383941,0.422517219189469,9.32601518915239,1.09926145502055e-20,7.82736864932833e-20,"ATRNL1","26033","attractin like 1"
"ENSG00000120254",1185.81439569624,-0.612528297843521,0.0656798788855796,-9.32596570268653,1.09977460123987e-20,7.82736864932833e-20,"MTHFD1L","25902","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like"
"ENSG00000137193",149.348265944645,-1.5399499074999,0.165294619596406,-9.31639463680029,1.20360751347837e-20,8.56222487796481e-20,"PIM1","5292","Pim-1 proto-oncogene, serine/threonine kinase"
"ENSG00000189180",287.627613872819,1.05987214634785,0.113797305779079,9.3136840023738,1.23473654010119e-20,8.77941905812514e-20,"ZNF33A","7581","zinc finger protein 33A"
"ENSG00000172009",766.15896199622,-0.691405509934607,0.0742684315723615,-9.30954774857409,1.28377804584188e-20,9.12370560881338e-20,"THOP1","7064","thimet oligopeptidase 1"
"ENSG00000106771",2670.66030684909,0.446000474335542,0.0479227598619455,9.30665253045459,1.31924625456012e-20,9.37124152779892e-20,"TMEM245","23731","transmembrane protein 245"
"ENSG00000066230",63.7062225791386,2.60456293730224,0.279869034345424,9.30636339741536,1.32284108638804e-20,9.39223564960862e-20,"SLC9A3","6550","solute carrier family 9 member A3"
"ENSG00000078674",1997.01933376426,0.504252552107284,0.0541925298430565,9.30483506799953,1.3420045504267e-20,9.52369412839043e-20,"PCM1","5108","pericentriolar material 1"
"ENSG00000131236",11223.9504729909,-0.341236349612225,0.0366829011789231,-9.30232720546894,1.37404671738662e-20,9.74637676407992e-20,"CAP1","10487","cyclase associated actin cytoskeleton regulatory protein 1"
"ENSG00000196776",1667.43042496997,-0.529583738338752,0.0569488888122524,-9.29928132723835,1.41398170554724e-20,1.00248027290004e-19,"CD47","961","CD47 molecule"
"ENSG00000100439",725.209425306234,0.702987981670564,0.0755983133199613,9.2989902922205,1.41785705454307e-20,1.00474289103896e-19,"ABHD4","63874","abhydrolase domain containing 4, N-acyl phospholipase B"
"ENSG00000133874",93.3650282333228,1.97543496714525,0.212536801073232,9.29455490611527,1.47823384836917e-20,1.04702291381597e-19,"RNF122","79845","ring finger protein 122"
"ENSG00000100220",1460.15537981238,-0.561078913765703,0.0603758929544958,-9.29309507999455,1.49865648492234e-20,1.06097656691611e-19,"RTCB","51493","RNA 2',3'-cyclic phosphate and 5'-OH ligase"
"ENSG00000185947",238.996095285754,1.19629996441777,0.128775671453025,9.28979791694705,1.54581537586526e-20,1.09383563928038e-19,"ZNF267","10308","zinc finger protein 267"
"ENSG00000079387",244.646164183914,-1.15549803941387,0.124471259808737,-9.28325174172268,1.64383541511333e-20,1.16263564025108e-19,"SENP1","29843","SUMO specific peptidase 1"
"ENSG00000136381",1375.73770844967,0.559352196120979,0.0602822556285088,9.27888630392338,1.71259220464253e-20,1.21068236218474e-19,"IREB2","3658","iron responsive element binding protein 2"
"ENSG00000120337",90.8357060431566,2.24646743228525,0.242212844304509,9.27476591398681,1.78009487469206e-20,1.2577967152105e-19,"TNFSF18","8995","TNF superfamily member 18"
"ENSG00000088298",575.083813110906,0.755091148147063,0.0814482179030184,9.27081239575016,1.84733447564664e-20,1.30467997342544e-19,"EDEM2","55741","ER degradation enhancing alpha-mannosidase like protein 2"
"ENSG00000047346",456.056271385852,0.841117693286717,0.0907395139118372,9.26958561960062,1.86870495978896e-20,1.31913867656414e-19,"FAM214A","56204","family with sequence similarity 214 member A"
"ENSG00000165244",46.5603125763007,-3.32418510597395,0.358889135753271,-9.26242890857322,1.99833658951054e-20,1.40996947646061e-19,"ZNF367","195828","zinc finger protein 367"
"ENSG00000130158",777.376934671914,0.6680549550766,0.0721324086106475,9.26150904904052,2.01563032822088e-20,1.42148869522634e-19,"DOCK6","57572","dedicator of cytokinesis 6"
"ENSG00000117632",2802.8167966424,-0.528625435172762,0.057081559638904,-9.26087931929029,2.02755474979147e-20,1.42921205731462e-19,"STMN1","3925","stathmin 1"
"ENSG00000078053",80.132513261961,-2.03443288893023,0.219700771491423,-9.26001704554622,2.0439957852729e-20,1.44011021993568e-19,"AMPH","273","amphiphysin"
"ENSG00000013573",80.0301336071541,-2.07763896408659,0.224471810104166,-9.25567875593133,2.12873540264134e-20,1.49909506542672e-19,"DDX11","1663","DEAD/H-box helicase 11"
"ENSG00000116044",1900.52924911242,0.497843550295152,0.0537936102618349,9.25469675435333,2.14839373630968e-20,1.51221389489167e-19,"NFE2L2","4780","nuclear factor, erythroid 2 like 2"
"ENSG00000205730",1887.33572197211,0.668414798630012,0.0722524507598745,9.25110209550451,2.22189710743056e-20,1.56320251475837e-19,"ITPRIPL2","162073","ITPRIP like 2"
"ENSG00000004897",1941.89902915364,-0.53953826743205,0.0583255373875736,-9.25046371792196,2.23520815588556e-20,1.57181463905978e-19,"CDC27","996","cell division cycle 27"
"ENSG00000169247",59.25969157849,-2.52839808983054,0.273404949709557,-9.24781388382508,2.29130883943087e-20,1.61049410771481e-19,"SH3TC2","79628","SH3 domain and tetratricopeptide repeats 2"
"ENSG00000177666",1292.64756034732,0.549084893864984,0.0593839772858069,9.24634756648774,2.32294880814527e-20,1.6313052047426e-19,"PNPLA2","57104","patatin like phospholipase domain containing 2"
"ENSG00000143479",343.341173260723,1.04469244574649,0.112984443301042,9.24633883412562,2.32313852166202e-20,1.6313052047426e-19,"DYRK3","8444","dual specificity tyrosine phosphorylation regulated kinase 3"
"ENSG00000122566",8899.43535751906,-0.343028707646545,0.0371075963451258,-9.24416403736167,2.37086686006872e-20,1.66402456638364e-19,"HNRNPA2B1","3181","heterogeneous nuclear ribonucleoprotein A2/B1"
"ENSG00000165804",314.891472139258,1.04804791205189,0.113429013813239,9.23968107293516,2.47233039414776e-20,1.73440943123355e-19,"ZNF219","51222","zinc finger protein 219"
"ENSG00000158402",53.7934307925121,-2.88735130512038,0.312580152039322,-9.23715497059826,2.53138288347424e-20,1.77498876172967e-19,"CDC25C","995","cell division cycle 25C"
"ENSG00000163376",130.437723710582,1.59508960600366,0.172694150440322,9.2365004948727,2.54690860259852e-20,1.78502325248913e-19,"KBTBD8","84541","kelch repeat and BTB domain containing 8"
"ENSG00000146143",230.92749389388,-1.14726049268309,0.124213383698316,-9.23620674781315,2.5539075549761e-20,1.78907496340481e-19,"PRIM2","5558","DNA primase subunit 2"
"ENSG00000173726",3702.0767655476,0.423802022977795,0.0458881532292012,9.23554323184455,2.56978685350343e-20,1.79934074728148e-19,"TOMM20","9804","translocase of outer mitochondrial membrane 20"
"ENSG00000082516",474.75697904545,-0.801509892447238,0.0867859682817427,-9.23547790404561,2.57135555024664e-20,1.79958137365998e-19,"GEMIN5","25929","gem nuclear organelle associated protein 5"
"ENSG00000196155",167.712105993028,-1.37192337683895,0.148634908085214,-9.23015592038721,2.70238236056114e-20,1.89038080364967e-19,"PLEKHG4","25894","pleckstrin homology and RhoGEF domain containing G4"
"ENSG00000070444",513.178314142929,0.806491736649969,0.0874135460582594,9.22616428479469,2.80496800533305e-20,1.9612079961134e-19,"MNT","4335","MAX network transcriptional repressor"
"ENSG00000100462",650.743242309314,-0.696848872528659,0.0755545362431751,-9.22312421170617,2.88567245356934e-20,2.01667594400255e-19,"PRMT5","10419","protein arginine methyltransferase 5"
"ENSG00000153904",2847.57603469924,-1.23802322721951,0.134235382325399,-9.22277871730142,2.89498828480655e-20,2.02222434159811e-19,"DDAH1","23576","dimethylarginine dimethylaminohydrolase 1"
"ENSG00000213699",1184.02362585654,0.553913502492567,0.0600611867478997,9.22248680862,2.90288241133037e-20,2.02677483946973e-19,"SLC35F6","54978","solute carrier family 35 member F6"
"ENSG00000106462",196.00755808208,-1.263715473468,0.137026400618779,-9.22242332690167,2.90460197137145e-20,2.02701201707585e-19,"EZH2","2146","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"ENSG00000170004",3961.62487472492,-0.412868811713785,0.0447761765583452,-9.220725024965,2.95098039562164e-20,2.05839990558793e-19,"CHD3","1107","chromodomain helicase DNA binding protein 3"
"ENSG00000167554",86.7634158101574,2.07537194595496,0.225112523513947,9.2192647195232,2.9914443219856e-20,2.08563441338246e-19,"ZNF610","162963","zinc finger protein 610"
"ENSG00000117020",1267.73066430958,0.572933589717746,0.0621582231077321,9.21734182659539,3.04556393286024e-20,2.12235930615355e-19,"AKT3","10000","AKT serine/threonine kinase 3"
"ENSG00000069667",236.943763562039,1.13747473571259,0.123476131679959,9.21210213048168,3.19799605957074e-20,2.22752783855354e-19,"RORA","6095","RAR related orphan receptor A"
"ENSG00000170027",7586.30122398446,0.341666066661645,0.037090092243147,9.21178800046724,3.20737059097746e-20,2.23299876689379e-19,"YWHAG","7532","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma"
"ENSG00000166747",2126.58443995489,-0.458418212596747,0.0498168458264492,-9.2020722105485,3.51112252524878e-20,2.44273216035943e-19,"AP1G1","164","adaptor related protein complex 1 subunit gamma 1"
"ENSG00000175203",1914.40367652563,-0.492565068555096,0.0535277715341596,-9.20204698304613,3.51194712231389e-20,2.44273216035943e-19,"DCTN2","10540","dynactin subunit 2"
"ENSG00000162191",1043.55173299241,0.630275631949423,0.0685145971655948,9.19914380327002,3.60813166834327e-20,2.50844553752781e-19,"UBXN1","51035","UBX domain protein 1"
"ENSG00000198695",15331.8789595221,0.381408589438303,0.0414617893435459,9.19903833088368,3.61167464137663e-20,2.50972093102283e-19,"ND6","4541","NADH dehydrogenase subunit 6"
"ENSG00000166681",3347.95438665202,0.409744914416578,0.044546585346173,9.19812172431257,3.64260998182831e-20,2.53002083371432e-19,"BEX3","27018","brain expressed X-linked 3"
"ENSG00000143727",944.576380369603,-0.601316087332509,0.0654011004182968,-9.19428088344953,3.77511148383581e-20,2.62081227304102e-19,"ACP1","52","acid phosphatase 1"
